user,名称,粉丝,关注,合并标签
https://weibo.com/u/1242347463, 常岩CY ,134.8万,1274.0,"['V指数 汽车 80.44分', '热门汽车达人 数据飙升', '视频号汽车榜第40名', '昨日发博10，阅读数10万+，互动数749', '获赞赏次数114', '汽车博主']"
https://weibo.com/u/1244214071, 宋一松SYS ,2.5万,15.0,"['昨日发博1，阅读数1万+，互动数180', '获赞赏次数5']"
https://weibo.com/u/1245101714, 科学传播站站长 ,61.3万,424.0,"['热门科学科普博主 数据飙升', '昨日发博1，阅读数1000+，互动数20', '视频累计播放量368.8万']"
https://weibo.com/u/1245286633, 高泽龙 ,3.1万,1827.0,"['昨日阅读数小于1000，互动数1', '视频累计播放量194']"
https://weibo.com/u/1246151574, 康斯坦丁 ,380.2万,1179.0,"['V指数 互联网 78.78分', '热门互联网博主 数据飙升', '视频号知识榜第10名', '昨日发博6，阅读数100万+，互动数1.2万', '德国人气榜第22名', '获赞赏次数520', '微博原创视频博主', '互联网科技博主']"
https://weibo.com/u/1247704130, 短线牛掌柜 ,13.6万,96.0,"['V指数 财经 68.23分', '热门财经博主 数据飙升', '昨日发博25，阅读数10万+，互动数6398', '获赞赏次数43', '视频累计播放量151.3万']"
https://weibo.com/u/1247732673, jamelia ,658,1077.0,['视频累计播放量169']
https://weibo.com/u/1248296727, 混沌中立桃桃纸 ,704,1126.0,['视频累计播放量4376']
https://weibo.com/u/1249424622, 但斌 ,1292.4万,1306.0,"['V指数 财经 82.91分', '热门财经博主 数据飙升', '视频号社会热点榜第26名', '昨日发博35，阅读数100万+，互动数1.6万']"
https://weibo.com/u/1249896331, 物知者有为 ,358,606.0,['视频累计播放量1436']
https://weibo.com/u/1250306804, 歪克思 ,19.3万,2156.0,"['V指数 艺术 70.14分', '昨日发博34，阅读数10万+，互动数855', '湖州24小时微博榜第49名', '获赞赏次数12', '视频累计播放量3236.2万']"
https://weibo.com/u/1250851680, 素材Cooper ,8.6万,1226.0,"['昨日发博21，阅读数1万+，互动数84', '获赞赏次数4', '视频累计播放量155万']"
https://weibo.com/u/1251705760, 许泽玮 ,22.2万,2363.0,"['V指数 财经 55.52分', '昨日发博2，阅读数1万+，互动数861', '视频累计播放量120.7万']"
https://weibo.com/u/1253205351, 李飞 ,55.6万,206.0,"['V指数 财经 59.93分', '昨日阅读数1万+，互动数30', '获赞赏次数25', '视频累计播放量60.9万']"
https://weibo.com/u/1254078250, 火星第一猫 ,17.5万,964.0,"['昨日发博1，阅读数1000+，互动数4', '视频累计播放量208万', '头条文章作者', '微博原创视频博主', '财经博主']"
https://weibo.com/u/1255797612, 波段战法龙一 ,17万,417.0,"['V指数 财经 57.55分', '昨日发博23，阅读数1万+，互动数1369', '获赞赏次数4', '视频累计播放量15.4万']"
https://weibo.com/u/1256692472, 涛淼 ,15.4万,664.0,"['V指数 财经 84.31分', '热门财经博主 数据飙升', '视频号社会热点榜第78名', '昨日发博155，阅读数100万+，互动数1.6万']"
https://weibo.com/u/1258256457, Houson猴姆 ,886.1万,543.0,"['昨日发博33，阅读数100万+，互动数2.9万', '视频累计播放量48.7亿', '视频博主', '音乐博主']"
https://weibo.com/u/1261531020, Ridiculeisnormalcy ,23.7万,743.0,"['V指数 教育 70.55分', '热门教育博主 数据飙升', '视频号教育榜第21名', '昨日发博1，阅读数10万+，互动数2036', '获赞赏次数50']"
https://weibo.com/u/1261788454, 中国电影报道 ,1114.2万,2336.0,"['昨日发博13，阅读数100万+，互动数1.9万', '视频累计播放量39.75亿']"
https://weibo.com/u/1263406744, 司马南 ,323.3万,2564.0,"['V指数 时事 80.33分', '视频号社会热点榜第67名', '昨日发博14，阅读数100万+，互动数1.4万', '陵水人气榜第21名', '获赞赏次数3079']"
https://weibo.com/u/1263977197, 安迪斯晨风 ,125.1万,2887.0,"['V指数 读书 69.71分', '热门作家 数据飙升', '昨日发博8，阅读数10万+，互动数4616', '获赞赏次数34', '视频累计播放量904.9万']"
https://weibo.com/u/1264366955, 查词典学英语 ,6.8万,875.0,"['昨日发博1，阅读数1000+，互动数7', '获赞赏次数3', '视频累计播放量57.7万', '教育博主']"
https://weibo.com/u/1264681877, 倪佩婕PeggyNie ,19万,99.0,"['V指数 颜值 54.91分', '颜值领域 阅读数飙升', '昨日发博38，阅读数10万+，互动数480', '获赞赏次数35', '视频累计播放量2371.4万', '微博VLOG博主', '微博原创视频博主', '颜值博主']"
https://weibo.com/u/1265584970, 金枫海客 ,1652,508.0,[nan]
https://weibo.com/u/1268425765, 战鹰gavin50 ,93.5万,1432.0,"['V指数 财经 58.00分', '热门财经博主 数据飙升', '昨日发博9，阅读数10万+，互动数582', '获赞赏次数4240', '视频累计播放量400.1万', '头条文章作者', '财经博主']"
https://weibo.com/u/1269757784, Fishman ,4916,638.0,['视频累计播放量218.5万']
https://weibo.com/u/1269760205, 任屹云 ,3727,551.0,['视频累计播放量5.8万']
https://weibo.com/u/1271913280, BRTV教育面对面 ,8.5万,624.0,"['昨日发博3，阅读数1000+，互动数1', '视频累计播放量70.3万']"
https://weibo.com/u/1272425302, K先生财经 ,2.9万,91.0,"['昨日发博8，阅读数1万+，互动数142', '获赞赏次数5', '视频累计播放量93.7万', '头条文章作者', '财经博主']"
https://weibo.com/u/1274574503, 邵健明 ,2.8万,1651.0,"['昨日发博8，阅读数1万+', '头条文章作者']"
https://weibo.com/u/1276216251, 王赟 ,29.3万,553.0,"['V指数 财经 74.28分', '昨日发博24，阅读数10万+，互动数1614', '眉山24小时微博榜第9名', '周口人气榜第85名', '获赞赏次数2018', '视频累计播放量1.83亿', '头条文章作者', '情感博主']"
https://weibo.com/u/1276437011, 通信世界全媒体 ,32.6万,1199.0,"['昨日阅读数1000+，互动数1', '获赞赏次数6', '视频累计播放量31.8万']"
https://weibo.com/u/1276929845, 后体工队长 ,6.3万,607.0,"['昨日发博3，阅读数1万+，互动数52', '视频累计播放量2.9万']"
https://weibo.com/u/1279746217, 经理人杂志 ,88.6万,720.0,"['昨日发博5，阅读数10万+，互动数46', '视频累计播放量1162.1万']"
https://weibo.com/u/1280289893, 圣人孙钥洋 ,104万,1847.0,"['V指数 财经 62.31分', '昨日发博2，阅读数1万+，互动数230', '获赞赏次数326', '视频累计播放量4643.1万']"
https://weibo.com/u/1284013267, 圆的中心 ,30.9万,3823.0,"['V指数 艺术 69.38分', '昨日发博18，阅读数10万+，互动数767', '获赞赏次数14', '视频累计播放量6544.1万', '头条文章作者', '书法博主', '微博原创视频博主']"
https://weibo.com/u/1284404222, 正直者之生 ,960,877.0,['视频累计播放量7']
https://weibo.com/u/1285461187, 桃桃Ruru ,476,100.0,['视频累计播放量3996']
https://weibo.com/u/1285707277, 股市风云 ,75.2万,311.0,"['V指数 财经 55.41分', '财经领域 阅读数飙升', '昨日发博3，阅读数1万+，互动数157', '获赞赏次数32', '视频累计播放量73.4万', '财经博主']"
https://weibo.com/u/1286060163, 老连 ,7835,1651.0,['视频累计播放量146']
https://weibo.com/u/1287351941, 老咗咪老咗咯 ,181,43.0,['视频累计播放量2.3万']
https://weibo.com/u/1288764341, 苏渝 ,211.6万,898.0,"['V指数 财经 70.25分', '昨日发博28，阅读数10万+，互动数571', '获赞赏次数133', '视频累计播放量1.5亿']"
https://weibo.com/u/1293592040, 勤劳的农夫TB ,7688,825.0,['昨日发博10，阅读数1000+，互动数8']
https://weibo.com/u/1297289501, 杨晓升 ,17.7万,639.0,"['昨日阅读数1万+', '视频累计播放量4.8万', '头条文章作者']"
https://weibo.com/u/1299712443, SOOMAL轻摄影 ,3385,799.0,['视频累计播放量2.4万']
https://weibo.com/u/1301904252, 江苏新闻 ,505.4万,1481.0,"['昨日发博33，阅读数100万+，互动数3105', '无锡24小时微博榜第34名', '获赞赏次数120', '视频累计播放量32.53亿']"
https://weibo.com/u/1302489457, 王胡子的根据地-笑涨 ,34.7万,344.0,"['V指数 财经 60.34分', '昨日发博3，阅读数1万+，互动数251', '视频累计播放量460万', '头条文章作者', '财经博主']"
https://weibo.com/u/1303413073, 发条张的野馄饨摊儿 ,233.4万,567.0,"['V指数 电影 75.84分', '视频号影视综榜第140名', '昨日发博1，阅读数10万+，互动数815', '获赞赏次数187', '头条文章作者']"
https://weibo.com/u/1304532452, 何燕华-金牌策略分析师 ,4万,50.0,"['昨日发博1，阅读数1000+，互动数15', '获赞赏次数8', '视频累计播放量25.5万']"
https://weibo.com/u/1305025981, SNOWJOHN ,1489,2433.0,['视频累计播放量35']
https://weibo.com/u/1306499492, 群鸣 ,1331,60.0,[nan]
https://weibo.com/u/1307311855, 田佳佳 ,22.5万,1567.0,"['娱乐明星领域 阅读数飙升', '昨日发博5，阅读数1万+，互动数11', '视频累计播放量45.3万', '财经博主']"
https://weibo.com/u/1311149603, T哥财经 ,7万,249.0,"['V指数 财经 58.48分', '昨日阅读数1万+，互动数60', '获赞赏次数7', '视频累计播放量11.4万', '头条文章作者', '财经博主']"
https://weibo.com/u/1311624790, 李欣频 ,28.9万,141.0,"['V指数 读书 60.58分', '昨日发博1，阅读数1万+，互动数122', '获赞赏次数15', '视频累计播放量499.8万']"
https://weibo.com/u/1312214045, 袁克俭本人 ,1409,504.0,['视频累计播放量77.4万']
https://weibo.com/u/1312376637, 你所呼叫的用户正在连接w ,1290,730.0,['获赞赏次数5']
https://weibo.com/u/1314154381, 圆觉傅李剑锋 ,41.3万,663.0,"['V指数 科学 51.21分', '昨日发博1，阅读数1万+，互动数53', '获赞赏次数61', '视频累计播放量31.5万', '头条文章作者']"
https://weibo.com/u/1314608344, 新闻晨报 ,4055万,1565.0,"['昨日发博80，阅读数100万+，互动数10万', '获赞赏次数499', '视频累计播放量6.6亿']"
https://weibo.com/u/1315423592, 0点01公分_- ,353,1108.0,[nan]
https://weibo.com/u/1315587597, 中国证券报 ,147.5万,47.0,"['昨日发博2，阅读数10万+，互动数78', '视频累计播放量428.5万']"
https://weibo.com/u/1315591982, 第一财经YiMagazine ,432.6万,513.0,"['昨日阅读数1万+，互动数3', '获赞赏次数4', '视频累计播放量95.3万']"
https://weibo.com/u/1315707265, 桂曙光 ,108.8万,1229.0,"['V指数 财经 54.37分', '昨日发博6，阅读数1万+，互动数92', '获赞赏次数29', '视频累计播放量302.6万', '头条文章作者', '微博原创视频博主', '财经博主']"
https://weibo.com/u/1316847922, 轨轨轨轨轨 ,1054,1681.0,['视频累计播放量2121']
https://weibo.com/u/1320266963, 打板佛山佬 ,52.4万,735.0,"['V指数 财经 58.44分', '财经领域 阅读数飙升', '昨日发博18，阅读数10万+，互动数3326', '视频累计播放量36.5万']"
https://weibo.com/u/1320484132, 超神奇办公室 ,3.4万,332.0,"['昨日发博2，阅读数1万+，互动数3', '视频累计播放量7.6万', '互联网科技博主']"
https://weibo.com/u/1322843527, 王宝青 ,2.2万,341.0,['昨日阅读数1000+，互动数1']
https://weibo.com/u/1323527941, Vista看天下 ,2610.2万,2256.0,"['昨日发博24，阅读数100万+，互动数3.5万', '获赞赏次数641', '视频累计播放量15.77亿']"
https://weibo.com/u/1323940573, 鲁山狼-- ,10.6万,62.0,"['昨日阅读数1000+，互动数6', '视频累计播放量37万']"
https://weibo.com/u/1327306000, 林毅没有v ,46.6万,1921.0,"['V指数 财经 63.46分', '获赞赏次数49', '视频累计播放量339万', '头条文章作者']"
https://weibo.com/u/1336693971, 尚然blog ,132,3188.0,['视频累计播放量2.1万']
https://weibo.com/u/1337944677, 张国斌的芯时空 ,23.5万,1541.0,"['V指数 互联网 55.92分', '热门互联网博主 数据飙升', '昨日发博3，阅读数10万+，互动数1839', '获赞赏次数7', '视频累计播放量351.9万', '互联网科技博主']"
https://weibo.com/u/1341094680, 六爷阿旦 ,63.2万,503.0,"['V指数 财经 67.57分', '昨日发博5，阅读数100万+，互动数1249', '获赞赏次数854', '视频累计播放量36.2万', '财经博主', '头条文章作者']"
https://weibo.com/u/1341956631, 拾贝龙头 ,2.6万,151.0,"['获赞赏次数52', '视频累计播放量9.4万', '财经博主']"
https://weibo.com/u/1342077804, 左撇子之右交易 ,279,225.0,[nan]
https://weibo.com/u/1343370153, 湖北交警 ,114.5万,1010.0,['视频累计播放量2971.9万']
https://weibo.com/u/1343629434, 真正的人工智能 ,2.5万,206.0,"['获赞赏次数5', '视频累计播放量4.8万']"
https://weibo.com/u/1348224487, 逻辑说盘 ,3.6万,6497.0,['昨日发博1，阅读数1000+，互动数3']
https://weibo.com/u/1354203424, SpringTAOJ ,704,53.0,['视频累计播放量191']
https://weibo.com/u/1354663160, 浊静徐清-2 ,610,320.0,['视频累计播放量8']
https://weibo.com/u/1355610915, 蒋涛CSDN ,68.3万,4379.0,"['V指数 互联网 59.28分', '热门互联网博主 数据飙升', '昨日发博1，阅读数1万+，互动数35', '获赞赏次数6', '视频累计播放量30.8万']"
https://weibo.com/u/1357064103, 交易者简放 ,80万,82.0,"['V指数 财经 82.07分', '热门财经博主 数据飙升', '视频号社会热点榜第86名', '昨日发博21，阅读数100万+，互动数1.3万', '获赞赏次数8212']"
https://weibo.com/u/1364334665, 叶荣添 ,157.7万,660.0,"['V指数 财经 62.62分', '昨日阅读数10万+，互动数379', '获赞赏次数394', '视频累计播放量233.4万']"
https://weibo.com/u/1370824760, 中巴特-牛头 ,1.9万,71.0,"['昨日阅读数小于1000', '视频累计播放量373']"
https://weibo.com/u/1371701597, CCTV国际时讯 ,133.6万,145.0,"['昨日发博47，阅读数100万+，互动数18万', '获赞赏次数37', '视频累计播放量5.85亿']"
https://weibo.com/u/1372650313, 张翠霞 ,56.5万,778.0,"['V指数 财经 56.61分', '昨日发博1，阅读数1万+，互动数30', '获赞赏次数49', '视频累计播放量966.4万', '微博原创视频博主']"
https://weibo.com/u/1393337821, 李梓赫 ,1660,226.0,['视频累计播放量4.1万']
https://weibo.com/u/1394376530, ninixiong629 ,51,338.0,['视频累计播放量620']
https://weibo.com/u/1396506364, 有理想的蓝大 ,120.8万,622.0,"['V指数 财经 81.70分', '热门财经博主 数据飙升', '视频号社会热点榜第12名', '昨日发博49，阅读数100万+，互动数3.0万', '获赞赏次数668', '微博原创视频博主', '财经博主', '头条文章作者']"
https://weibo.com/u/1400000521, 苏雨农 ,31.6万,2245.0,"['V指数 汽车 52.77分', '昨日发博4，阅读数1万+，互动数43', '获赞赏次数11', '视频累计播放量401.1万']"
https://weibo.com/u/1400117951, 雁落平沙D ,1759,377.0,[nan]
https://weibo.com/u/1400220917, 开源中国 ,11.2万,1825.0,['视频累计播放量54.5万']
https://weibo.com/u/1400258543, 黄惟冰 ,13.8万,1234.0,"['昨日发博3，阅读数1000+，互动数56', '视频累计播放量4.3万', '头条文章作者', '数码博主']"
https://weibo.com/u/1400513494, eastsun628 ,43,98.0,['视频累计播放量5013']
